,Syncopy,Warner Bros.,Dombey Street Productions,Kaap Holland Film,Canal+,Ciné+,RatPac-Dune Entertainment,EuropaCorp,Fundamental Films,Grive Productions,Gulf Film,Novo Pictures,Orange Studio,River Road Entertainment,Spy Kids 4 SPV,TF1 Films Production,Universum Film (UFA),Twentieth Century Fox,Chernin Entertainment,TSG Entertainment,Columbia Pictures,LStar Capital,Sony Pictures Animation,Universal Pictures,Will Packer Productions,Kirk Shaw Productions,Arboretum Productions,Brookstreet Pictures,Emmett/Furla/Oasis Films (EFO Films),Ingenious Media,River Bay Films,The Fyzz Facility,Broad Green Pictures,Busted Shark Productions,Orion Pictures,POW Movie,42,Tea Shop & Film Company,Beijing Dongfang International Cultural Communications Company,Beijing Century Media Culture,Beijing Jingxi Culture & Tourism Company,Bona International Film Group,Chao Feng Pictures,China Film Co.,Deer Pictures Company,I Verge Information Technology Company,Jiahui Culture and Media Company,Orange Image,Spring Era Films Co.,Star Era Movie & TV Culture Media Company,Wanda Media Co.,Amuse,Chukyo TV,D.N. Dream Partners,Dentsu,Fukuoka Broadcasting,Hakuhodo DY Media Partners,Hiroshima Telecasting (HTV),Kadokawa,Kenon,Khara Corporation,Lawson,Line,Miyagi Television Broadcasting,Nippon Television Network (NTV),Sapporo Television Broadcasting Company,Shizuoka Daiichi Television,Studio Ponoc,Tamborine Sound Studios,Toho,Walt Disney Studios Japan,"Yomiuri Shimbun, The",Yomiuri Telecasting Corporation (YTV),Status Media & Entertainment,Avery Productions (II),Pay It Forward Entertainment,Vision Tree,"Basement Productions, The (II)",Destroy All Entertainment,Goodbye Productions,Trilight Entertainment,CCI Entertainment,Grandpa Productions Ltd.,Productions de Grand-Pere,Caspian Pictures,Costanzo Media,Garage Creative Studios,Omega Point Films,Fromage Pictures,Decipher Entertainment,Check the Gate Productions,Film Incito,Red Entertainment Group,Cine1 Studios,Mark Production,Bhandarkar Entertainment,Mega Bolywood Private,Impact Entertainment,Red Rock Entertainment,Screen 360,Pictureshuru Entertainment,Walt Disney Pictures,Kiaan Entertainment,Panorama Studios,World Cinema Partners,Rabbit Bandini Films,SSS Entertainment,Cartel Pictures,The Cartel,Paradis Films,D. Livingstone,Lorette Production,Alvy Développement,Canal+ Polska,Lubelski Fundusz Filmowy,Polski Instytut Sztuki Filmowej,Studio Filmowe Zebra,TVN,Fellowship Film,Truffle Pictures,TAG Films,Moon Shadow Films,White Hill Production,Zee Studios,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Patagonik Film Group,Gorilla Pictures,Tri-M Entertainment,G & G Motion Pictures,Team4Films,TDMP,Lion Film Productions,Nickelodeon,Constantin Film,Fresco Film Services,SamFilm Produktion,Belligerent Seal Productions,Berger Bros. Entertainment,DVVEntertainments,Kona Film Corporation,My Family,Davis-Films,Metropolitan Filmexport,W9,OCS,Runaway Train,Easy Open Productions,Metropolitan Entertainment,Faith in Motion Productions,Redhead Productions,Labyrinth Films (II),Mystery Library Productions,Azerbaijanfilm,Buta Film,Hlibka Keller Films,Other Animal,Splice Films,One Cool CMC,Emperor Film Production,Gravity Pictures Film Production Company,iQiyi Motion Pictures(Beijing) Co.,PJ One Cool Film Co.,Pomelo Film Company,Dalian Erdong Filming and Cultural Co.,One Cool Ocean Films,One Cool Film Production,Ananã Produções,Zohar Cinema,Aniplex,Cine Bazar,Fuji Television Network,J Storm,Justice for All Productions,Marc Benhuri & Mary Apick Productions,HI Film Productions,deFilm,Les films du 24,France 3 Cinéma,Soficinéma 13,Cinémage 11,France Télévisions,C8,Radioactive Pictures,Amazing People Pictures,Soundfirm,Diabolique Films,HGB Entertainment,Regner Grasten Film,Regner Grasten Filmproduktion,Conway Curve,MY Productions,Reel Goode Productions,Over the Moon Films,Over the moon films,DOP Produkcija,Ratio d.o.o.,Senna Inovaton Company,ZIA Produkcija,Beijing Enlight Pictures,Shanghai Ruyi Entertainment Co.,Xi Tian Yingshi,NFP,ARD Degeto Film,Brainpool TV,Oxygen Cinemas,Sea Shore Gold Productions,United King Films,LightStream Israel,Hila Production,Wandal Production,Garnet International Media Group,HomeMedia Production,Eurofilm,Oktavijan,Beijing Enlight Media Co.,Horgos Coloroom Pictures,Tianjin Niceboat Culture Communication,Hyper Films,Screen Content Ireland,Siar A Rachas Muid Productions,Star Cinema Productions,ABS-CBN Film Productions,De Facto Film and Video,De Facto Film- und Fernsehproduktions GmbH,TG4,Zanzibar Films,From The Earth Productions,Leonard Productions,Mango Pickle Entertainment,Pawan Kumar Studios,Beijing Bi'an Studio,Bi'an Film & Television Culture,Colorful Enlight Picture,Dongyang Hongjing Film & Television Culture,Jiangsu Dreamhouse Film Industry,Shenzhen Funs Media,Shenzhen Rong De Culture Media,Youth Enlight Picture,Kyoto Animation,Animation DO,Shochiku Company,Chongqing Film Group,Fujian Hengye Pictures Co,Perfect Sky Pictures,Adart Producciones,Buffalo Films,Jump Producciones,ScreenGage Development,Thunder Smoke Media,ThunderSmoke Media,Globo Filmes,Gloob,Paris Entretenimento,Telecine Productions,Cross Productions,Beta Film,Rai Fiction,Deerstalker Films,Jon Sanders Films,People Without Money Productions,Frankling Street Productions,Mt. Zion Films,EL Grande Films,Gabriel Productions,Aurora Film,Machawood,Wordypix Company,Excellent Film,Toei Video Company,ManBright Films,McCourry Films,Body Bag Films,TGIF Productions,Homemade Productions,Media College Amsterdam,Muted Madness Films,Tyghtrope Media,Happy Smile Films,Rosenguez Productions,Ark Entertainment,Michaelgion,Streets Of Gold Productions,Caroblue Films,Imouhar Studio,Sahel Sounds,Afghanfilm,afghan film,Instituto Mexicano de Cinematografía (IMCINE),Spécola,Bonfire Productions,Dark Media Creations,Local Productions,MoBetta Films,Crystal Pantera Productions,Independent United Productions,Lovelace Films,S.U.I.T.E. Media Productions & Management,Slash Gang Productions,Stay Gloomy Productions,New Found Media,Cinemascope,Magnetize,Ten Carat,Is.Field,Tuff Stuff Co.,Nemesis Video,V.W.R. Productions,Ashley Entertainment,Castle Samuel Entertainment,Everest,KP Pictures,Kp Pictures,Eternity Studio,Odesos Stars,Media4K,Sik Pup Films,Transmissions From Atlantis Entertainment,Brazen Wench Productions,DeLuca Entertainment,No Problem Cine,Altamira Pictures Inc.,Nihon Eiga Satellite Broadcasting,Keep the Change Entertainment,Michael Buie Films,Binnsanimation,Generation MeatNut films,Generation Why Productions,MeatGrinder Bros.,Rutnutproductions,Lily Production Company,Simon Fletcher Production,Time & Space Productions
Syncopy,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warner Bros.,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dombey Street Productions,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaap Holland Film,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canal+,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciné+,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RatPac-Dune Entertainment,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EuropaCorp,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fundamental Films,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grive Productions,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
